Customer ID,Age,Generation,Gender,Item Purchased,Category, Purchase Amount (USD) ,Previous Purchases, Revenue Amount(USD) , Number Of Orders , Average Order Value(AOV) ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Frequency of Purchases
1543,59,Baby Boomers,Male,Blouse,Clothing,44,43,1892,1,1892,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,PayPal,Weekly
1544,56,Gen X,Male,Jeans,Clothing,89,24,2136,1,2136,Wisconsin,M,Indigo,Fall,4,No,Standard,Yes,Yes,Venmo,Annually
1545,30,,Male,Jewelry,Accessories,24,17,408,,,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,Debit Card,Bi-Weekly
1546,48,Gen X,Male,Belt,Accessories,43,49,2107,1,2107,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,Yes,Bank Transfer,Annually
1547,60,Baby Boomers,Male,Sneakers,Footwear,51,17,867,1,867,Oregon,XL,Purple,Summer,3.8,No,Express,Yes,Yes,Bank Transfer,Annually
1548,46,Gen X,Male,Hat,Accessories,46,40,1840,1,1840,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,Cash,Quarterly
1549,69,Baby Boomers,Male,Dress,Clothing,32,43,1376,1,1376,Maryland,M,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,Bank Transfer,Weekly
1550,19,Gen Z,Male,Sneakers,Footwear,55,19,1045,1,1045,Kansas,M,Black,Spring,2.9,No,2-Day Shipping,Yes,Yes,Debit Card,Every 3 Months
1551,66,Baby Boomers,Male,Sunglasses,Accessories,26,40,1040,1,1040,Arkansas,S,Black,Summer,2.8,No,Free Shipping,Yes,Yes,Bank Transfer,Quarterly
1552,64,Baby Boomers,Male,Handbag,Accessories,29,13,377,1,377,Minnesota,M,Olive,Summer,3.7,No,2-Day Shipping,Yes,Yes,Credit Card,Monthly
1553,54,Gen X,Male,Blouse,Clothing,49,20,980,1,980,New Mexico,L,Purple,Spring,3,No,Express,Yes,Yes,Credit Card,Monthly
1554,27,Millennials,Male,Blouse,Clothing,45,21,945,1,945,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,Debit Card,Quarterly
1555,64,,Male,Shorts,Clothing,48,18,864,,,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,Cash,Bi-Weekly
1556,43,Gen X,Male,Shorts,Clothing,47,44,2068,1,2068,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,Cash,Quarterly
1557,43,Gen X,Male,Hoodie,Clothing,57,26,1482,1,1482,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,Credit Card,Quarterly
1558,27,Millennials,Male,Backpack,Accessories,34,34,1156,1,1156,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,Yes,PayPal,Quarterly
1559,35,Millennials,Male,Sunglasses,Accessories,75,24,1800,1,1800,New Mexico,XL,Teal,Fall,3.5,No,Express,Yes,Yes,Credit Card,Every 3 Months
1560,43,Gen X,Male,Scarf,Accessories,94,23,2162,1,2162,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,Yes,PayPal,Fortnightly
1561,57,Gen X,Male,Hat,Accessories,84,3,252,1,252,Oregon,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,Debit Card,Weekly
1562,50,Gen X,Male,Scarf,Accessories,38,2,76,1,76,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,Yes,Bank Transfer,Quarterly
1563,37,,Male,Scarf,Accessories,75,23,1725,,,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,Yes,Venmo,Bi-Weekly
1564,68,Baby Boomers,Male,Pants,Clothing,44,8,352,1,352,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,Cash,Weekly
1565,22,Gen Z,Male,Backpack,Accessories,33,30,990,1,990,California,XL,Turquoise,Summer,4.5,No,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
1566,58,Baby Boomers,Male,Sunglasses,Accessories,93,48,4464,1,4464,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,PayPal,Annually
1567,48,,Male,Sneakers,Footwear,99,21,2079,,,Wyoming,S,Green,Winter,3,No,Free Shipping,Yes,Yes,Cash,Bi-Weekly
1568,30,Millennials,Male,Backpack,Accessories,33,9,297,1,297,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,Cash,Monthly
1569,51,Gen X,Male,Sneakers,Footwear,76,8,608,1,608,Washington,L,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,Debit Card,Monthly
1570,20,Gen Z,Male,Skirt,Clothing,63,29,1827,1,1827,Hawaii,M,Orange,Summer,2.9,No,Standard,Yes,Yes,Debit Card,Weekly
1571,30,Millennials,Male,Pants,Clothing,41,3,123,1,123,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months
1572,28,Millennials,Male,Jewelry,Accessories,88,11,968,1,968,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly
1573,37,Millennials,Male,Skirt,Clothing,92,16,1472,1,1472,Washington,L,White,Summer,3.4,No,2-Day Shipping,Yes,Yes,Debit Card,Monthly
1574,36,Millennials,Male,T-shirt,Clothing,31,25,775,1,775,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,Debit Card,Weekly
1575,18,,Male,Skirt,Clothing,25,32,800,,,Minnesota,S,Magenta,Spring,4.2,No,Free Shipping,Yes,Yes,PayPal,Bi-Weekly
1576,52,Gen X,Male,Shirt,Clothing,28,28,784,1,784,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,Cash,Fortnightly
1577,56,Gen X,Male,Dress,Clothing,75,36,2700,1,2700,Michigan,M,White,Spring,3.7,No,2-Day Shipping,Yes,Yes,PayPal,Monthly
1578,68,Baby Boomers,Male,Boots,Footwear,34,7,238,1,238,Delaware,S,Olive,Spring,4,No,Standard,Yes,Yes,Venmo,Fortnightly
1579,62,Baby Boomers,Male,Pants,Clothing,97,2,194,1,194,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,PayPal,Quarterly
1580,35,Millennials,Male,Jacket,Outerwear,80,6,480,1,480,Oklahoma,M,Violet,Summer,3.1,No,Free Shipping,Yes,Yes,Bank Transfer,Monthly
1581,65,Baby Boomers,Male,Sneakers,Footwear,71,30,2130,1,2130,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,Cash,Annually
1582,69,Baby Boomers,Male,Jewelry,Accessories,77,46,3542,1,3542,Ohio,L,Teal,Fall,4.2,No,Free Shipping,Yes,Yes,Cash,Quarterly
1583,28,Millennials,Male,Belt,Accessories,41,39,1599,1,1599,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,Yes,Cash,Monthly
1584,37,Millennials,Male,Scarf,Accessories,92,8,736,1,736,Maryland,XL,Yellow,Summer,4.3,No,Next Day Air,Yes,Yes,Venmo,Annually
1585,41,Millennials,Male,Blouse,Clothing,95,46,4370,1,4370,Hawaii,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,Credit Card,Quarterly
1586,37,Millennials,Male,Sweater,Clothing,25,40,1000,1,1000,Alabama,M,Charcoal,Fall,3,No,Next Day Air,Yes,Yes,Debit Card,Fortnightly
1587,25,Gen Z,Male,Boots,Footwear,77,21,1617,1,1617,Oklahoma,M,Purple,Fall,4,No,Express,Yes,Yes,Bank Transfer,Weekly
1588,41,Millennials,Male,Socks,Clothing,99,33,3267,1,3267,Alabama,M,Beige,Summer,3.5,No,Free Shipping,Yes,Yes,Credit Card,Fortnightly
1589,48,Gen X,Male,Belt,Accessories,24,3,72,1,72,Vermont,L,Cyan,Winter,3.2,No,Next Day Air,Yes,Yes,Venmo,Monthly
1590,42,Gen X,Male,Sneakers,Footwear,72,48,3456,1,3456,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,Yes,Cash,Weekly
1591,54,Gen X,Male,Jeans,Clothing,80,8,640,1,640,Wisconsin,S,Pink,Winter,3,No,Free Shipping,Yes,Yes,PayPal,Annually
1592,18,Gen Z,Male,Skirt,Clothing,100,24,2400,1,2400,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,Yes,PayPal,Annually
1593,56,Gen X,Male,Shoes,Footwear,83,10,830,1,830,Iowa,M,Cyan,Summer,3.3,No,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months
1594,61,Baby Boomers,Male,Dress,Clothing,95,25,2375,1,2375,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,Bank Transfer,Monthly
1595,40,Millennials,Male,Handbag,Accessories,41,3,123,1,123,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,Cash,Fortnightly
1596,34,Millennials,Male,Backpack,Accessories,35,45,1575,1,1575,Wisconsin,S,Magenta,Spring,3.5,No,Standard,Yes,Yes,Debit Card,Fortnightly
1597,42,Gen X,Male,Jewelry,Accessories,30,15,450,1,450,Mississippi,S,Pink,Fall,4.7,No,Store Pickup,Yes,Yes,Debit Card,Monthly
1598,43,Gen X,Male,Hat,Accessories,21,34,714,1,714,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,Bank Transfer,Quarterly
1599,47,,Male,Jewelry,Accessories,85,21,1785,,,California,M,Teal,Fall,4.1,No,Express,Yes,Yes,Venmo,Bi-Weekly
1600,48,,Male,Shirt,Clothing,54,22,1188,,,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
1601,20,Gen Z,Male,Boots,Footwear,26,24,624,1,624,Montana,S,Yellow,Spring,4.7,No,Next Day Air,Yes,Yes,PayPal,Weekly
1602,65,Baby Boomers,Male,Shirt,Clothing,59,33,1947,1,1947,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,Credit Card,Monthly
1603,54,Gen X,Male,Sunglasses,Accessories,48,13,624,1,624,West Virginia,S,Charcoal,Winter,2.8,No,Free Shipping,Yes,Yes,Venmo,Fortnightly
1604,23,,Male,Shorts,Clothing,98,17,1666,,,Iowa,L,Black,Summer,4.3,No,Next Day Air,Yes,Yes,Debit Card,Bi-Weekly
1605,18,Gen Z,Male,Sweater,Clothing,92,25,2300,1,2300,Maine,M,White,Summer,4.8,No,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
1606,70,,Male,Belt,Accessories,46,15,690,,,Connecticut,M,Lavender,Winter,3.4,No,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly
1607,55,Gen X,Male,T-shirt,Clothing,21,4,84,1,84,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,PayPal,Fortnightly
1608,49,Gen X,Male,Shorts,Clothing,72,43,3096,1,3096,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,Debit Card,Quarterly
1609,26,,Male,Sandals,Footwear,58,12,696,,,Nebraska,XL,Cyan,Fall,4.6,No,Next Day Air,Yes,Yes,Bank Transfer,Bi-Weekly
1610,33,Millennials,Male,Shirt,Clothing,93,3,279,1,279,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,Yes,Venmo,Monthly
1611,20,Gen Z,Male,Socks,Clothing,31,1,31,1,31,Tennessee,L,Purple,Spring,3.4,No,2-Day Shipping,Yes,Yes,PayPal,Annually
1612,41,Millennials,Male,Pants,Clothing,26,6,156,1,156,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,Debit Card,Monthly
1613,18,Gen Z,Male,Skirt,Clothing,68,26,1768,1,1768,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,Yes,Venmo,Monthly
1614,26,Gen Z,Male,Jewelry,Accessories,31,6,186,1,186,Illinois,S,Black,Summer,4,No,Next Day Air,Yes,Yes,Credit Card,Fortnightly
1615,30,,Male,T-shirt,Clothing,41,22,902,,,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,Cash,Bi-Weekly
1616,64,,Male,Jewelry,Accessories,62,45,2790,,,New York,M,Indigo,Fall,3.2,No,Standard,Yes,Yes,Cash,Bi-Weekly
1617,26,Gen Z,Male,Hat,Accessories,41,50,2050,1,2050,Colorado,M,Green,Spring,3.4,No,Standard,Yes,Yes,Cash,Quarterly
1618,43,Gen X,Male,Blouse,Clothing,64,50,3200,1,3200,Wisconsin,M,Peach,Winter,4.3,No,Standard,Yes,Yes,Credit Card,Fortnightly
1619,63,Baby Boomers,Male,Sandals,Footwear,72,39,2808,1,2808,Michigan,L,Purple,Summer,5,No,Standard,Yes,Yes,Debit Card,Quarterly
1620,57,,Male,Handbag,Accessories,78,50,3900,,,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,Venmo,Bi-Weekly
1621,25,Gen Z,Male,Hat,Accessories,47,27,1269,1,1269,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,PayPal,Every 3 Months
1622,68,Baby Boomers,Male,Scarf,Accessories,46,38,1748,1,1748,Ohio,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,Debit Card,Fortnightly
1623,31,Millennials,Male,Shorts,Clothing,43,37,1591,1,1591,Missouri,S,Brown,Winter,4,No,Store Pickup,Yes,Yes,Bank Transfer,Every 3 Months
1624,64,Baby Boomers,Male,Backpack,Accessories,58,50,2900,1,2900,Indiana,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,Debit Card,Annually
1625,38,Millennials,Male,Sweater,Clothing,32,40,1280,1,1280,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,PayPal,Every 3 Months
1626,34,,Male,Skirt,Clothing,45,3,135,,,Minnesota,L,Beige,Winter,3,No,Next Day Air,Yes,Yes,PayPal,Bi-Weekly
1627,32,,Male,Sneakers,Footwear,35,45,1575,,,Nevada,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly
1628,69,Baby Boomers,Male,Sunglasses,Accessories,21,8,168,1,168,Maine,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,Credit Card,Annually
1629,45,Gen X,Male,Dress,Clothing,64,7,448,1,448,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,Cash,Monthly
1630,35,Millennials,Male,Blouse,Clothing,88,13,1144,1,1144,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,Venmo,Quarterly
1631,63,Baby Boomers,Male,Shoes,Footwear,48,29,1392,1,1392,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,Venmo,Every 3 Months
1632,65,Baby Boomers,Male,Sweater,Clothing,36,7,252,1,252,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,Bank Transfer,Fortnightly
1633,35,Millennials,Male,Gloves,Accessories,28,50,1400,1,1400,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,Debit Card,Every 3 Months
1634,54,,Male,Socks,Clothing,80,33,2640,,,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
1635,28,Millennials,Male,Coat,Outerwear,23,30,690,1,690,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,Cash,Every 3 Months
1636,68,Baby Boomers,Male,Sunglasses,Accessories, $24 ,40,960,1,960,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,Cash,Annually
1637,58,Baby Boomers,Male,Boots,Footwear,22,49,1078,1,1078,North Dakota,L,Green,Fall,4,No,Free Shipping,Yes,Yes,Cash,Fortnightly
1638,35,Millennials,Male,Dress,Clothing,21,32,672,1,672,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,Venmo,Fortnightly
1639,68,Baby Boomers,Male,Jacket,Outerwear,51,18,918,1,918,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,Venmo,Weekly
1640,41,Millennials,Male,Gloves,Accessories,65,50,3250,1,3250,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,PayPal,Annually
1641,65,Baby Boomers,Male,Scarf,Accessories,51,13,663,1,663,Tennessee,S,Magenta,Spring,4,No,2-Day Shipping,Yes,Yes,PayPal,Weekly
1642,50,Gen X,Male,Hoodie,Clothing,32,1,32,1,32,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months
1643,18,Gen Z,Male,Coat,Outerwear,70,16,1120,1,1120,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,PayPal,Fortnightly
1644,38,Millennials,Male,Scarf,Accessories,77,6,462,1,462,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,PayPal,Monthly
1645,68,Baby Boomers,Male,Coat,Outerwear,90,21,1890,1,1890,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,Debit Card,Monthly
1646,53,Gen X,Male,Scarf,Accessories,36,36,1296,1,1296,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,Venmo,Every 3 Months
1647,58,Baby Boomers,Male,Handbag,Accessories,77,20,1540,1,1540,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,Bank Transfer,Every 3 Months
1648,34,Millennials,Male,Boots,Footwear,78,8,624,1,624,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,Debit Card,Quarterly
1649,36,Millennials,Male,Pants,Clothing,69,22,1518,1,1518,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,Credit Card,Monthly
1650,58,Baby Boomers,Male,T-shirt,Clothing,63,3,189,1,189,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,Credit Card,Quarterly
1651,60,Baby Boomers,Male,Scarf,Accessories,36,46,1656,1,1656,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,Credit Card,Fortnightly
1652,59,Baby Boomers,Male,Coat,Outerwear,80,42,3360,1,3360,Texas,M,Blue,Winter,3.9,No,Standard,Yes,Yes,Debit Card,Monthly
1653,65,Baby Boomers,Male,Sweater,Clothing,35,1,35,1,35,New Mexico,M,Orange,Summer,4,No,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly
1654,31,,Male,Belt,Accessories,93,29,2697,,,Colorado,L,Silver,Winter,3,No,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
1655,43,Gen X,Male,Belt,Accessories,25,14,350,1,350,Indiana,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,Credit Card,Quarterly
1656,37,Millennials,Male,Sweater,Clothing,81,4,324,1,324,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,PayPal,Monthly
1657,21,Gen Z,Male,Blouse,Clothing,42,41,1722,1,1722,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,PayPal,Every 3 Months
1658,69,,Male,Skirt,Clothing,36,4,144,,,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,Debit Card,Bi-Weekly
1659,32,Millennials,Male,Jewelry,Accessories,66,47,3102,1,3102,Alaska,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,Cash,Weekly
1660,53,Gen X,Male,Gloves,Accessories,37,44,1628,1,1628,Utah,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,Venmo,Annually
1661,59,Baby Boomers,Male,T-shirt,Clothing,45,37,1665,1,1665,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,Venmo,Monthly
1662,64,Baby Boomers,Male,Gloves,Accessories,86,21,1806,1,1806,Iowa,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,Debit Card,Quarterly
1663,63,Baby Boomers,Male,Sunglasses,Accessories,24,46,1104,1,1104,New Mexico,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,Debit Card,Fortnightly
1664,43,,Male,Shirt,Clothing, $22 ,1,22,,,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,Cash,Bi-Weekly
1665,19,Gen Z,Male,Handbag,Accessories,53,35,1855,1,1855,Minnesota,M,Purple,Spring,5,No,Next Day Air,Yes,Yes,PayPal,Weekly
1666,40,Millennials,Male,Jacket,Outerwear,41,49,2009,1,2009,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,Venmo,Monthly
1667,51,Gen X,Male,Skirt,Clothing,64,47,3008,1,3008,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,PayPal,Annually
1668,51,Gen X,Male,Handbag,Accessories,40,24,960,1,960,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,Bank Transfer,Every 3 Months
1669,66,Baby Boomers,Male,Blouse,Clothing,33,28,924,1,924,Utah,L,Charcoal,Summer,4,No,Standard,Yes,Yes,Debit Card,Fortnightly
1670,42,Gen X,Male,T-shirt,Clothing,59,22,1298,1,1298,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,Bank Transfer,Quarterly
1671,22,Gen Z,Male,Pants,Clothing,73,20,1460,1,1460,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,Cash,Weekly
1672,31,Millennials,Male,Hoodie,Clothing,22,25,550,1,550,Utah,M,Olive,Winter,4,No,Free Shipping,Yes,Yes,Bank Transfer,Weekly
1673,18,Gen Z,Male,Boots,Footwear,73,15,1095,1,1095,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,Venmo,Quarterly
1674,21,,Male,Blouse,Clothing,62,49,3038,,,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,Venmo,Bi-Weekly
1675,35,Millennials,Male,Coat,Outerwear,56,10,560,1,560,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,Debit Card,Fortnightly
1676,35,Millennials,Male,Pants,Clothing,90,21,1890,1,1890,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,Credit Card,Annually
1677,27,Millennials,Male,Sunglasses,Accessories,44,34,1496,1,1496,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,Bank Transfer,Weekly
1678,65,Baby Boomers,Male,Jeans,Clothing,35,41,1435,1,1435,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,Debit Card,Weekly
1679,41,Millennials,Male,Pants,Clothing,71,30,2130,1,2130,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,Venmo,Fortnightly
1680,60,,Male,Dress,Clothing,52,24,1248,,,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,Debit Card,Bi-Weekly
1681,61,Baby Boomers,Male,Shoes,Footwear,37,6,222,1,222,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,Credit Card,Annually
1682,24,,Male,Sneakers,Footwear,95,14,1330,,,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,Credit Card,Bi-Weekly
1683,65,,Male,Socks,Clothing,97,37,3589,,,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,Credit Card,Bi-Weekly
1684,23,Gen Z,Male,Coat,Outerwear,57,37,2109,1,2109,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,Venmo,Quarterly
1685,30,Millennials,Male,Shirt,Clothing,93,28,2604,1,2604,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,PayPal,Weekly
1686,33,,Male,Blouse,Clothing,48,43,2064,,,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,PayPal,Bi-Weekly
1687,22,Gen Z,Male,Gloves,Accessories,75,25,1875,1,1875,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,Cash,Annually
1688,67,Baby Boomers,Male,Skirt,Clothing,70,4,280,1,280,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,PayPal,Annually
1689,28,Millennials,Male,Handbag,Accessories,26,13,338,1,338,Mississippi,S,Peach,Winter,3,No,Next Day Air,No,No,Venmo,Fortnightly
1690,32,Millennials,Male,Shirt,Clothing,73,32,2336,1,2336,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,Bank Transfer,Monthly
1691,40,Millennials,Male,Coat,Outerwear,30,1,30,1,30,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,Cash,Annually
1692,64,Baby Boomers,Male,Shoes,Footwear,61,4,244,1,244,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,Cash,Annually
1693,56,,Male,Handbag,Accessories,75,33,2475,,,Utah,M,Beige,Winter,2.6,No,Standard,No,No,Cash,Bi-Weekly
1694,63,Baby Boomers,Male,Jacket,Outerwear,88,45,3960,1,3960,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,Bank Transfer,Fortnightly
1695,20,Gen Z,Male,Shirt,Clothing,67,20,1340,1,1340,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,Debit Card,Fortnightly
1696,54,Gen X,Male,Hat,Accessories,95,1,95,1,95,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,PayPal,Fortnightly
1697,31,,Male,Sunglasses,Accessories,69,7,483,,,West Virginia,S,Turquoise,Spring,4,No,Free Shipping,No,No,Credit Card,Bi-Weekly
1698,36,Millennials,Male,Shirt,Clothing,87,48,4176,1,4176,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,Credit Card,Every 3 Months
1699,25,Gen Z,Male,Belt,Accessories,41,46,1886,1,1886,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,Bank Transfer,Quarterly
1700,20,Gen Z,Male,Sweater,Clothing,67,34,2278,1,2278,North Dakota,L,Teal,Spring,4,No,Free Shipping,No,No,Debit Card,Annually
1701,62,Baby Boomers,Male,Hoodie,Clothing,70,36,2520,1,2520,West Virginia,L,Black,Fall,4.1,No,Express,No,No,Bank Transfer,Monthly
1702,69,Baby Boomers,Male,Handbag,Accessories,41,44,1804,1,1804,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,Debit Card,Every 3 Months
1703,54,Gen X,Male,Jeans,Clothing,83,48,3984,1,3984,Alabama,XL,Yellow,Summer,5,No,Express,No,No,Bank Transfer,Weekly
1704,39,Millennials,Male,Backpack,Accessories,22,12,264,1,264,California,M,Black,Spring,4,No,Next Day Air,No,No,Bank Transfer,Annually
1705,56,Gen X,Male,Sneakers,Footwear,20,19,380,1,380,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,Cash,Every 3 Months
1706,39,,Male,Jewelry,Accessories,29,49,1421,,,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,Venmo,Bi-Weekly
1707,37,Millennials,Male,Sunglasses,Accessories,87,25,2175,1,2175,North Dakota,M,Brown,Spring,3,No,Standard,No,No,Venmo,Fortnightly
1708,25,,Male,Shorts,Clothing,81,25,2025,,,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,Cash,Bi-Weekly
1709,35,Millennials,Male,Boots,Footwear,58,1,58,1,58,Florida,L,Cyan,Spring,3.2,No,Express,No,No,Credit Card,Quarterly
1710,45,Gen X,Male,Skirt,Clothing,83,19,1577,1,1577,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,Bank Transfer,Annually
1711,19,Gen Z,Male,Pants,Clothing,59,7,413,1,413,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,Credit Card,Quarterly
1712,21,Gen Z,Male,T-shirt,Clothing,93,19,1767,1,1767,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,Credit Card,Monthly
